name,brand,category,basePrice,mrp,stockQty,description,imageUrlList
Stylish Step Cross Buckle Loafers,SwiftBrand,Women's Footwear,399.00,799.00,35,Stylish Step Cross Buckle Loafers - Buy Stylish Step Cross Buckle Loafers - Loafer163 only for Rs. 399 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img5a.flixcart.com/image/shoe/3/h/q/silver-loafer163-stylish-step-38-original-imae5qbfkcgwtw7v.jpeg|http://img6a.flixcart.com/image/shoe/3/h/q/silver-loafer163-stylish-step-38-original-imae5qbfkcgwtw7v.jpeg|http://img6a.flixcart.com/image/shoe/3/h/q/silver-loafer163-stylish-step-40-original-imae5qbfyeauhhyz.jpeg|http://img6a.flixcart.com/image/shoe/3/h/q/silver-loafer163-stylish-step-39-original-imae5qbfeush3qct.jpeg|http://img5a.flixcart.com/image/shoe/3/h/q/silver-loafer163-stylish-step-39-original-imae5qbfcbeqaatw.jpeg
Eveready 14 W LED Bulb,Eveready,Lighting,420.00,899.00,49,Buy Eveready 14 W LED Bulb for Rs.420 online. Eveready 14 W LED Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,http://img5a.flixcart.com/image/bulb/g/t/h/8901691013725-eveready-1100x1100-imaeatqses2tp2w4.jpeg|http://img5a.flixcart.com/image/bulb/g/t/h/8901691013725-eveready-original-imaeatqses2tp2w4.jpeg|http://img5a.flixcart.com/image/bulb/g/t/h/8901691013725-eveready-original-imaeatqhezp3rses.jpeg
RajeshFashion Women's Leggings,RajeshFashion,RajeshFashion Women's Leggings,2000.00,2000.00,43,"Key Features of RajeshFashion Women's Leggings White Leggings,Specifications of RajeshFashion Women's Leggings General Details Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Leggings Pattern Solid Ideal For Women's",http://img6a.flixcart.com/image/legging-jegging/s/v/b/white005-rajeshfashion-xxl-1000x1000-imaehdpdrvehuaku.jpeg|http://img6a.flixcart.com/image/legging-jegging/s/v/b/white005-rajeshfashion-xxl-original-imaehdpdrvehuaku.jpeg|http://img5a.flixcart.com/image/legging-jegging/z/3/2/white003-absoultedesi-m-original-imaehdpzbvpn9ugg.jpeg|http://img6a.flixcart.com/image/legging-jegging/m/w/q/white003-rajeshfashion-m-original-imaehdpzh63ctghp.jpeg
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",Enthopia,Tablet Accessories,1699.00,2895.00,47,"Buy Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina only for Rs. 1699 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",http://img5a.flixcart.com/image/cases-covers/back-cover/h/2/a/enthopia-ipad-mini-mini-2-pink-promenade-original-imadvhrmxc3va55g.jpeg
Allure Auto CM 904 Car Mat Hyundai Verna,Allure Auto,Accessories & Spare parts,1380.00,4200.00,68,Buy Allure Auto CM 904 Car Mat Hyundai Verna for Rs.1380 online. Allure Auto CM 904 Car Mat Hyundai Verna at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,http://img6a.flixcart.com/image/car-mat/g/m/7/hyundai-elantra-rubber-mats-smoke-transparent-allure-auto-cm-892-1100x1100-imaecjxkgkg2fj6y.jpeg|http://img6a.flixcart.com/image/car-mat/g/m/7/hyundai-elantra-rubber-mats-smoke-transparent-allure-auto-cm-892-original-imaecjxkgkg2fj6y.jpeg
JBC Collection Cotton Printed Single Bedsheet,JBC Collection,Bed Linen,260.00,799.00,43,"Key Features of JBC Collection Cotton Printed Single Bedsheet Single Bedsheet Without Pillow Cover 100% Pure Cottn Printed Bedsheet Size-60*90Inch,Specifications of JBC Collection Cotton Printed Single Bedsheet (1 Bedsheet, Multicolor) General Brand JBC Collection Type Fitted & Flat Material Cotton Model Name Cotton Single Bedsheet Without Pillow Cover Model ID sing569-68 Color Multicolor Size Single Fabric Care Machine Wash, Do Not Bleach Dimensions Flat Sheet Width 59 inch / 152 cm Fitted Sheet Width 150 cm Fitted Sheet Depth 5 cm Fitted Sheet Length 226 cm Flat Sheet Depth 4 cm Flat Sheet Length 89 inch / 228 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 Bedsheet",http://img5a.flixcart.com/image/bedsheet/c/b/m/sing569-68-jbc-collection-fitted-flat-cotton-single-bedsheet-1100x1100-imaejgx6dy9ghe4x.jpeg|http://img6a.flixcart.com/image/bedsheet/c/b/m/sing569-68-jbc-collection-fitted-flat-cotton-single-bedsheet-original-imaejgx6dy9ghe4x.jpeg
Babeezworld Baby Boy's Romper,Babeezworld,Infant Wear,499.00,999.00,80,"Key Features of Babeezworld Baby Boy's Romper Fabric: Cotton Brand Color: Green:Yellow,Babeezworld Baby Boy's Romper Price: Rs. 499 Babeezworld presents a cute baby dungaree set for your little one.This dungaree set comes with a trendy round neck cotton t-shirt with shoulder loops for ease and comfort fit. Set is made of soft cotton material and has adjustable straps with two button closures. The front has a special character which gives it a stylish look. This dungaree set is an ideal pick for this summer and is available in multiple colors.,Specifications of Babeezworld Baby Boy's Romper Top Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 2 Fabric Cotton Type Romper Neck Round Neck General Details Pattern Printed Ideal For Baby Boy's Fabric Care Wash with Similar Colors, Use Detergent for Colors",http://img5a.flixcart.com/image/dungaree-romper/w/x/n/1032green-yellow-0-3-babeezworld-0-3-months-original-imaehyesrftuut4c.jpeg|http://img6a.flixcart.com/image/dungaree-romper/w/x/n/1032green-yellow-0-3-babeezworld-0-3-months-original-imaehbfujdjfkefh.jpeg|http://img6a.flixcart.com/image/dungaree-romper/5/6/f/1028green-red-6-9-babeezworld-6-9-months-original-imaehbfrybareqhz.jpeg|http://img6a.flixcart.com/image/dungaree-romper/g/g/m/1032green-yellow-3-6-babeezworld-3-6-months-original-imaehb36x7wwwyjm.jpeg
Intellect Spiderman Red+Sign Combo Set,SwiftBrand,Fragrances,249.00,420.00,44,Flipkart.com: Buy Intellect Spiderman Red+Sign Combo Set online only for Rs. 249 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img6a.flixcart.com/image/combo-gift-set/g/6/g/intellect-1100x1100-imaec256z3jayjuu.jpeg|http://img5a.flixcart.com/image/combo-gift-set/g/6/g/intellect-original-imaec256z3jayjuu.jpeg
DailyObjects Back Cover for Apple iPad Mini/Retina Display,DailyObjects,Tablet Accessories,1685.00,1999.00,45,"DailyObjects Back Cover for Apple iPad Mini/Retina Display (Red)                          Price: Rs. 1,685 				 			About DailyObjects: This slim back cover is a product of DailyObjects.com, India’s largest seller of designer and customisable smartphone cases. DailyObjects has a curated collection of exclusive licensed art that we have painstakingly sourced from artists that we love, from around the world. We currently have over 3000 amazing designs from over 50 artists from 25 countries across the world, available for more than 50 different models of smartphones. About DailyObjects: This slim back cover is a product of DailyObjects.com, India’s largest seller of designer and customisable smartphone cases. DailyObjects has a curated collection of exclusive licensed art that we have painstakingly sourced from artists that we love, from around the world. We currently have over 3000 amazing designs from over 50 artists from 25 countries across the world, available for more than 50 different models of smartphones.",http://img6a.flixcart.com/image/cases-covers/back-cover/z/g/z/dailyobjects-dailyobjects-jon-snow-of-the-north-case-for-ipad-1100x1100-imae9chfb2eh6zzs.jpeg|http://img6a.flixcart.com/image/cases-covers/back-cover/z/g/z/dailyobjects-dailyobjects-jon-snow-of-the-north-case-for-ipad-original-imae9chfb2eh6zzs.jpeg
Fundoo T Printed Men's Track Suit,SwiftBrand,Men's Clothing,799.20,999.00,28,"Fundoo T Printed Men's Track Suit                          Price: Rs. 1,499 				 			Enjoy Your Running And Jogging Sessions Wearing These Tracksuit From The House Of Fundoo T. Tailored In Regular Fit, This Tracksuit Will Ensure Comfortable Movement. Made From Polyester, It Is Light In Weight And A Quality Pick. Enjoy Your Running And Jogging Sessions Wearing These Tracksuit From The House Of Fundoo T. Tailored In Regular Fit, This Tracksuit Will Ensure Comfortable Movement. Made From Polyester, It Is Light In Weight And A Quality Pick.",http://img5a.flixcart.com/image/track-suit/n/f/h/tracksuit01-fundoo-t-l-original-imaecqfnhnhtgzng.jpeg|http://img6a.flixcart.com/image/track-suit/n/f/h/tracksuit01-fundoo-t-l-original-imaecqfnhnhtgzng.jpeg|http://img5a.flixcart.com/image/track-suit/n/f/h/tracksuit01-fundoo-t-s-original-imaecnh6yvsshshz.jpeg|http://img5a.flixcart.com/image/track-suit/n/f/h/tracksuit01-fundoo-t-xl-original-imaed58hf6xtsvhf.jpeg|http://img5a.flixcart.com/image/track-suit/n/f/h/tracksuit01-fundoo-t-m-original-imaed58humzkbsg2.jpeg
DressBerry Crystal Enamel Plated Metal Necklace,DressBerry,Necklaces & Chains,224.00,499.00,37,DressBerry Crystal Enamel Plated Metal Necklace - Buy DressBerry Crystal Enamel Plated Metal Necklace only for Rs. 224 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img6a.flixcart.com/image/necklace-chain/h/j/4/878487-dressberry-necklace-original-imaebxfwcexcuzqg.jpeg|http://img5a.flixcart.com/image/necklace-chain/h/j/4/878487-dressberry-necklace-original-imaebxfwcexcuzqg.jpeg|http://img6a.flixcart.com/image/necklace-chain/h/j/4/878487-dressberry-necklace-original-imaebxfwsyjucbha.jpeg
DeStudio Tiny Wall Sticker,DeStudio,Wall Decor & Clocks,399.00,598.00,71,Buy DeStudio Tiny Wall Sticker for Rs.399 online. DeStudio Tiny Wall Sticker at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,http://img6a.flixcart.com/image/sticker/h/h/b/ds-1844-8-destudio-150-destudio-pray-always-one-wall-stickers-original-imaef3rjad5gwhpx.jpeg|http://img5a.flixcart.com/image/sticker/h/h/b/ds-1844-8-destudio-150-destudio-pray-always-one-wall-stickers-original-imaef3rjad5gwhpx.jpeg|http://img6a.flixcart.com/image/sticker/q/q/m/ds-2751-8-destudio-150-destudio-true-beauty-one-wall-stickers-original-imaeytn6akzsh3tk.jpeg|http://img5a.flixcart.com/image/sticker/g/k/r/ds-4002-s-pnk-destudio-60-a-bird-dosn-t-sing-wall-decal-small-original-imaeytttzdtddj2y.jpeg
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",Enthopia,Tablet Accessories,1699.00,2895.00,33,"Buy Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina only for Rs. 1699 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",http://img5a.flixcart.com/image/cases-covers/back-cover/v/v/r/enthopia-ipad-mini-mini-2-colourful-petals-original-imadvhrfvvrgbwnh.jpeg
giftsthatwow GTW-G-07,giftsthatwow,Bar & Glassware,800.00,1200.00,47,"Key Features of giftsthatwow GTW-G-07 Pack of 1 Multipurpose,giftsthatwow GTW-G-07 (90 ml, White, Pack of 1) Price: Rs. 800 Classic Glass For The Royal People,Specifications of giftsthatwow GTW-G-07 (90 ml, White, Pack of 1) General Brand giftsthatwow Model Number GTW-G-07 Type Glass Capacity 90 ml Color White Body & Design Features Material Glass Glass Type Multipurpose In the Box Pack of 1",http://img6a.flixcart.com/image/glass/k/2/a/gtw-g-07-giftsthatwow-1100x1100-imaehefgwn4qjrcr.jpeg|http://img5a.flixcart.com/image/glass/k/2/a/gtw-g-07-giftsthatwow-original-imaehefgwn4qjrcr.jpeg
Yuccabe Italia Stoic Orange Self Watering Plant Container Set,Yuccabe Italia,Tools,3399.00,7794.00,16,Buy Yuccabe Italia Stoic Orange Self Watering Plant Container Set for Rs.3399 online. Yuccabe Italia Stoic Orange Self Watering Plant Container Set at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,http://img6a.flixcart.com/image/plant-container-set/e/d/v/rd0606on6-yuccabe-italia-1100x1100-imae4g2hq7tf7q8m.jpeg|http://img5a.flixcart.com/image/plant-container-set/e/d/v/rd0606on6-yuccabe-italia-original-imae4g2hq7tf7q8m.jpeg
Vijisan Gemstone Bead Strand Garnet Stone Necklace,Vijisan,Necklaces & Chains,275.00,275.00,18,Vijisan Gemstone Bead Strand Garnet Stone Necklace - Buy Vijisan Gemstone Bead Strand Garnet Stone Necklace only for Rs. 275 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img6a.flixcart.com/image/necklace-chain/4/j/g/gbs1017-a-vijisan-necklace-original-imaea48rp4ytqxvs.jpeg
Prithish Yo Here We Go Ceramic Mug,SwiftBrand,Coffee Mugs,175.00,499.00,22,"Prithish Yo Here We Go Ceramic Mug (330 ml)                          Price: Rs. 175 				 			""""Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."""" """"Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping! """"Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."""" """"Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping!",http://img5a.flixcart.com/image/mug/d/p/6/1-prithish-yo-here-we-go-1100x1100-imaeb8acg7uzzmfv.jpeg|http://img5a.flixcart.com/image/mug/d/p/6/1-prithish-yo-here-we-go-original-imaeb8acg7uzzmfv.jpeg|http://img6a.flixcart.com/image/mug/d/p/6/1-prithish-yo-here-we-go-original-imaeb8acz5cc9qxk.jpeg
Trend Arrest Women's Printed Casual Shirt,Regular,Women's Clothing,499.00,999.00,63,Trend Arrest Women's Printed Casual Shirt - Buy Pink Trend Arrest Women's Printed Casual Shirt For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,http://img6a.flixcart.com/image/shirt/s/p/g/st301101-trend-arrest-l-1000x1000-imaea27czmnhmbzt.jpeg|http://img5a.flixcart.com/image/shirt/s/p/g/st301101-trend-arrest-l-original-imaea27czmnhmbzt.jpeg|http://img6a.flixcart.com/image/shirt/s/p/g/st301101-trend-arrest-l-original-imaea27cntuwhgfh.jpeg|http://img6a.flixcart.com/image/shirt/s/p/g/st301101-trend-arrest-l-original-imaea27dnckzgya3.jpeg|http://img6a.flixcart.com/image/shirt/s/p/g/st301101-trend-arrest-l-original-imaea27cztgjk4mz.jpeg|http://img6a.flixcart.com/image/shirt/s/p/g/st301101-trend-arrest-l-original-imaea27cxvpmzqfp.jpeg
Speedwav 240371 Sun Shade For Hyundai Creta,Speedwav,Accessories & Spare parts,358.00,1400.00,32,Specifications of Speedwav 240371 Sun Shade For Hyundai Creta (Dashboard) General Brand Speedwav Model Number 240371 Placement Position Dashboard Color Silver Dimensions Weight 978 g Height 5 cm Width 15 cm Depth 5 cm In the Box Pack of 1,http://img5a.flixcart.com/image/sun-shade/y/3/a/240450-speedwav-1100x1100-imaehpqkaw9zh9mq.jpeg|http://img6a.flixcart.com/image/sun-shade/y/3/a/240450-speedwav-original-imaehpqkaw9zh9mq.jpeg|http://img6a.flixcart.com/image/sun-shade/r/m/h/240371-speedwav-original-imaehpqkc3f8regv.jpeg
Regent Analog 28 cm Dia Wall Clock,SwiftBrand,Wall Decor & Clocks,749.00,1299.00,37,Buy Regent Analog 28 cm Dia Wall Clock for Rs.749 online. Regent Analog 28 cm Dia Wall Clock at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,http://img5a.flixcart.com/image/wall-clock/j/q/e/mgn9244-mgn-analog-texture-mgn-9244-1100x1100-imae55hpdjrk9kzp.jpeg|http://img5a.flixcart.com/image/wall-clock/j/q/e/mgn9244-mgn-analog-texture-mgn-9244-original-imae55hpdjrk9kzp.jpeg|http://img5a.flixcart.com/image/wall-clock/3/s/9/rc9244-regent-analog-texture-rc-9244-original-imaea5fjbffyqzg3.jpeg
Jewelizer Alloy Necklace,Jewelizer,Necklaces & Chains,329.00,659.00,50,Jewelizer Alloy Necklace - Buy Jewelizer Alloy Necklace only for Rs. 329 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img5a.flixcart.com/image/necklace-chain/a/y/w/n10132-go4shopping-necklace-1100x1100-imaeyvy7exjtnvew.jpeg|http://img5a.flixcart.com/image/necklace-chain/a/y/w/n10132-go4shopping-necklace-original-imaeyvy7exjtnvew.jpeg|http://img6a.flixcart.com/image/pendant-locket/z/s/m/nn10132-nirosha-original-imaeyvy7xdxyynk2.jpeg|http://img5a.flixcart.com/image/pendant-locket/z/s/m/nn10132-nirosha-original-imaeyvy7gap7xtbs.jpeg|http://img5a.flixcart.com/image/necklace-chain/c/z/r/n10132-jewelizer-necklace-original-imaeyvy7szfxeubd.jpeg
Kamasutra Combo Set,SwiftBrand,Fragrances,475.00,570.00,33,Flipkart.com: Buy Kamasutra Combo Set online only for Rs. 499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img5a.flixcart.com/image/combo-gift-set/e/p/e/kamasutra-original-imae236s6tj62s3h.jpeg
Police Slim Fit Men's Jeans,Slim,Men's Clothing,899.00,1499.00,64,Police Slim Fit Men's Jeans                          Price: Rs. 899 				 			Cotton Lycra Dnx Washed Semi Slim Fit Jeans By Police. Cotton Lycra Dnx Washed Semi Slim Fit Jeans By Police.,http://img5a.flixcart.com/image/jean/f/3/n/1pjo22012-police-32-original-imaecru9tewe4k77.jpeg|http://img5a.flixcart.com/image/jean/f/3/n/1pjo22012-police-32-original-imaecruavag5kxa5.jpeg|http://img5a.flixcart.com/image/jean/f/3/n/1pjo22012-police-32-original-imaecrua65xrwt2r.jpeg|http://img6a.flixcart.com/image/jean/f/3/n/1pjo22012-police-32-original-imaecruazyghrnzm.jpeg|http://img5a.flixcart.com/image/jean/f/3/n/1pjo22012-police-38-original-imaecrucvavjxua9.jpeg
